business id,stars
OeW7ulF-qyrj6uLLUsuSLg,1
kByQQ4yd7ZbA0MAQKmRVvg,3
NOz8W_cUV3Dw5yLgFkKLGw,3
1mkDrJRu3VABKy95gxD-Hg,2
X6iU1PGjoztDwFdhV4RumA,1
Va-VdrGmGiqJ4KfLnCk6Yg,4
mWaD0dkTSznr2PMTwbxNkg,4
-0DET7VdEQOJVJ_v6klEug,5
11bhfBbcFypczdz3N_w6iw,4
MV9fUwgI2AQa4uZArynRlA,5
85nvKTJSN8byoeGRxzGkug,4
LP6qd2sUvDcL2LoQjULk3g,5
ih8JrT4l5b0MYId6mLyBmQ,2
89-bwvH5mWWOOb00VTUyFQ,1
2yF0qgsSKHdawSRopnXguA,3
ILqSwhiIM3ZTtViybcNdRw,4
bRrr2tmhBnE1uGFqmdFUhg,4
DwJlGxAJvohbDR_5jV-ERA,2
i5j3FrxdR224KIjfv8x2CQ,5
4P6hZh7aieaZJXShzP3JQg,3
CzmyMl4jnlyQYVaf3YmDYQ,3
Ohy6TtDSeJkVAtIHXP7pMw,5
TFdLM8R_7Pf1xVeBNKl0hg,4
lwOuoY4YW1j9zl0RWIIP4A,5
K7047_-at7Ydi4gl2UuS_w,3
nepZ1HPAgBqw0TgJWbSgOA,5
VeVjZ8aR_zFEM9jKJuvraw,4
oRAOQy4eyYOswO9zMXF-Uw,3
VIsPmeZBMLkgbgw4UqCjUQ,1
pr7tK5TICKRsF-6uci08Pw,2
2z3gnLoBNJPlXswFDESFxQ,4
kCmUTthR2Z7O7wtUqZGXug,3
Zl6csaZ5HBka3SKBphHXrQ,2
8FZftD3Y5jQ2R44EDBqhlA,1
rH39kXAevsXeD-2HsmLj2g,5
#NAME?,5
ybjN0J8hmsHKrbYLxRh0jg,2
OgANEur7Bt8YJSd2uSm6yA,1
uhQoPguihcZTo8yp5o2ohw,5
WpkuAJfHSIgjppRC-Wnxgg,1
s4Q0Med8QVVXSrhoAYq-kw,5
WMrsyGlk5nwsKR4rlDLhAQ,4
MWWOPM-o6lCEQ_SyD9AoaA,2
QemTyuZdtyf0u1NeNHPK7A,1
gTUaz3Wlh8eyQ3s7T-6txw,3
b7pkopqvDr7A7S7hlqp6cw,2
wIMhHjK6LuGsvpXWR4ntPg,4
IOvDvmIeZh7Tfg1OB_bM6g,5
tIjoGxi2r6QvREucvQwZpA,5
ofw8aDSEg1HoQdmCgvLtaQ,5
lv5Bnqlt93NnvNJ2oNcQ8Q,5
pUX9gzo1Tf4vRv7hX0eP1g,4
1VUQPwwWU_i9PATyM8jrtg,4
h8fkA6hpT3SyJqgvBZfl3w,5
kKfX_V-CouF9XyZaRh51Aw,1
iByQmTmTdO7hP4n1grSSWQ,4
i12YE6eVVW3Rou3yOHk6RA,4
kqW_BKO3XCOx8ifbzQsnGA,1
2JV0xGXsszojof2BuEt_hw,1
1GaooxqCWHzulI2Ub3CXEw,2
lHazo7qKEcSc62PMUW3oaw,3
hdJlf4YNdDtQA67nXvFeyw,3
YNI26xBkdOzI1TMGmIcEaw,2
w_A1qFeQ3vOl7o4kdBxPXA,5
XWNbd_RDR4lIzf_XlnUqpg,3
3uywq0g18yVP8-ccl4Zoqg,5
TBOKIAMxv0OHKJbarNvSeg,4
3j4Br4SwFQTx9gzRzcK2OQ,5
E7s0QreUJ2H9r0Ls1yDeiQ,5
#NAME?,2
Ff3FKbwZ-fCT74G1F3_j1g,5
MTsIckdo3_uKuqk3B4zuKA,3
pxex7bDovzCSHJKTu_hPJg,1
BNlRObnoSsZyhLjkSeKtfw,2
cTudgI-2jn-GlnZUmULy5Q,1
Kzk4Wvpp11EL-mWkDZLS7w,4
a70yZ7lONw4sd128WMjPNg,5
JYLwnsfl6OaF5-GCYRNGGw,5
CmGiqR21BH7d6rsoBd-XSw,4
_XAaKm6lN5aQnPUWTmjonw,1
9aH2RIxER2_9GlX12l3K-w,4
9R4cc0f_sM4V1eT3qBGyUw,5
RSiKSGe9HZq4cOiUpTWmKg,5
1nTMWMa6v-eBKkPYA3gxkQ,1
2YUPCtZkuoGQ4wBn8ncV_w,2
oAbPUdAp-7HgJ9hHkanAbA,1
RHO331ipxuIYqvmn__Sxwg,5
cA6XNsR0aI3yTlBn-eA08g,1
3hvC5_f0C6eiiLiP7ICaxg,4
8sCEkyczBsOEqizt3mfXyg,4
zcgCOV4AYAHG8LkC0ticSA,1
WHz8BX4y0q4liGG3wfBRfQ,1
oXNNwLFJM4PNHOpSbpyzcw,4
kZxFQvjgaMnAxFDkK1bfxA,4
atNpoWy_XrhT9EUIEP6azg,1
IeMtrPFpMzcUUCWw1q1yAA,4
oKOgulOfWhDhQOQI91vuzg,5
9g0JuC-_vx35T0m3lidwBw,4
ZN8EHmoe4Xjy4q4Y8ROEfw,5
_5lnRJf1H1Fiq522kvyc7g,3
Hza5nxnDz-MEnCG-Im6-Nw,4
Zu2PIikeIZJRyivbqh2RgQ,4
v1vcs-uSAQcjTFsHxS1dug,4
QN-Jwhwvv3ZGTg8bXZXAyg,1
rVZfapnQgyVLsNWA583u-A,5
nt4V7wbnqEL7omkH5LXeFQ,3
9b-rXZbHAAxv_0sSWlcyEQ,4
0IySwcfqwJjpHPsYwjpAkg,4
iDccyOZIxwoX9mLQoNEEtg,1
iiEjVLb4JDLE2xl8YGR-Gw,5
5ZgKY97cfRijcosskzIXbg,5
aUrOyWFKxKeVXiFzwbTXSA,3
YGcpct62yl0lEGPlJrII5g,2
uVbmY-muD5oi6Pzu-jOwgA,5
i0Ew2edMMWHyYEAOC5hwHA,4
3PshdJtSwd_poaPL7fIOHg,4
WRlcASYWlNYmMr9lHOYw1Q,5
UgWVMUWFrr6bt3NSfuKrGQ,1
oHUJ32cUOpP1qe36CURKEg,1
iP0o0sxOhxLssSdME4SZvg,1
vILvd6b0jMFkKkrkpKMbbw,4
qqIGwFEE-2My54wRM11eAw,4
CHrH99pDvs_jPA22o1xBAA,5
GPJAacvrxZpbJvJiYvWitQ,5
tgfKKset1HEr2avvRePREQ,5
UzEKDXovlaCmM18w1pMj3g,4
EgIbDz2YFo28DXQY7ik0lQ,4
Es_cIduurEbcndt6y67hBg,4
Kd688LtN-SAisyZnBs2VhQ,2
zOL260xaXDYZZPBItzALxQ,3
gIPrEKqnJwaAH0ZyvnQHeg,5
3ssvkvS64jO70_WwZ_qejw,4
HaPwC4nxs6RPfe1pAQkQ4A,5
w_QyzxBhdYPlVwcasM0J3g,5
4iojZ0JsiLULMZ9wYhYjfg,4
3ncW0rqy9EQt6YZ9IkeXvQ,3
d8780v952K4jQm0bcGRVTA,4
aVKOO7rBVo2lCj-KElxp5Q,2
mVr_62FJXajH7u44pyBIOQ,5
1OxSzNUssdRohY5dC-kWVg,4
d6VYQbeTZ_WdD8Uuhh35dg,4
aNGcHb8rjFFI9nY_fUgImg,5
_4Tus-IHFA4ErdNg32yvBQ,2
3xmfT7l3xNH5LK1dLzfvGw,4
q3oJ6bNRV3OoJrwc95GOwg,5
5wDVsEJWzF8xpSmqReil9w,4
OcHZMxSYubLUg64aBU27sA,4
hLu4q64lPvF--9gd58lcPg,3
sIw0l34tfVuXGJx7sMK8LA,3
XfxD1quRd8DhNwL1ZHwjMw,1
Pjg0ML-Se8fnbWgHHodGYQ,5
94BEy7wGKmrOC7sjSHMisw,4
6TXNPoFudnv0B3KlTc60gg,3
1ZnVfS-qP19upP_fwOhZsA,5
oslOC0B9d2bflgckNQGWmQ,3
Qx-uF0WB524fhlkInokvOw,3
2NDuJhdBPAz-ovtHB8Z86A,4
6nvaj9BI3i2kBmN1IkwyTw,4
EqklwVjVvlXAx15-Xeh5EA,3
uYGccFiK5EdKBV0W33eGoA,4
Nbr0kbtIrVlEcKIZoXWbSw,1
NOKaVqvi4hI8RgGjFCFIAg,3
kblFxfo_xnMUZF0U0aGXQw,3
#NAME?,3
MgrooJRP0xTRnndoSbvvfQ,5
UuxYj2mmUjySJ8X0zeW2Pg,5
noXKdbLQqpZPAiesHqPzdw,3
U8v1McvPKJsNX2CZPfJO6w,4
hDy-uY7Vy_TZdGBzw59lhA,4
7KB_fvSCGJQfq0rFl4_ecg,2
jPc1kahFgwCEvrhtcZX2NQ,4
410NJLoLryd-vYNwRA58pw,5
JT9krwpag1O4YRjJy_ZA6Q,1
zvO-PJCpNk4fgAVUnExYAA,1
fK1oj0dk9Bc6KsBk5mMDxg,2
fEp2zqz13399WiQW1iV0hg,2
o75ipeJO4E0Pfvq39jwcQg,2
uUlq6chIVb0I8AehlET5bQ,4
2aiaryk7kgUBhXhVu-9vHg,5
sEVa_2Nlo8CBPGOTE7ubgw,5
Tbo-u1y0MEYpVpQkIfhVnw,1
-3oxnPPPU3YoxO9M1I2idg,5
WdhQvQbGd2HAiZ2UmlcVGA,1
YZyyG21xcwPQLqYh8pI-Ow,1
I_XgYjUiwprajxJe6CMOig,2
0CAzhX1w9qGD8iz4F8XZjQ,1
_P7OjSDvuywYpcp8m_7O9w,4
MN5AOOrQ9DU3WSIxp6AcgQ,3
hihud--QRriCYZw1zZvW4g,5
jrFB2o5Gk2aRw22oNGxJKg,3
XvYwUnuWEai7p-95cj8S1w,5
6zjv75DW7a_XkYiBBb3S7A,5
13eX63udIlRK8NNF0EnwAQ,5
HfWR3Eyqd0t47Nv9hmw3tA,5
8A4RPphTLzwwrwREE2IBeQ,4
WexIGFr-I6eH4loUY6DILw,1
1veVZUawy7IhIc5oDpRRQA,3
LiHki_kMhpjiiWeryzQfRA,5
ieMz5kx4JFm0g0bmPzCC-A,1
of5H2iopNBwzUrcPb0vm9w,4
fvCiBVBsoY8ixMJ7Esk33w,4
Tio3EL8WMRtbmVk0Ga2XFA,5
Y6Vw0FF8Qz9XD8fY4Z9Vfg,5
q6QjMYwBlkwum4kj88t4Sg,5
wROj9KOvOHgKwXlG9PUsIA,2
dj0-3EcVVJEO8QJCwKrZyw,1
PhN5_GZxFQBicMp-OFvrBQ,5
bwFxrxHrz9I36awGc-yjjw,4
U9iNEzBVCsPLrzoJOwa32Q,1
cPmThZ7Ugpd8eJnIObOy0Q,4
ntr4mtxlefrJguv0abmZmg,1
qablZKWgueQ4UF_QRT46mA,2
zkDxv3JDb6Chg72gODDGJQ,4
LiEx831W0T_Fx2M9-m42eg,1
orLVHbm7Ri027Q9IBHmeLg,5
#NAME?,5
8XeWfMGuNsrYkXRwQJjhCQ,1
e-cxqDjKEHEcISP2iGcZxg,2
exQYW8jMzBrgGa3Rks8AzQ,3
tQt3XaZHO_jV863cbM-Arw,5
PVHC67qH2d6DonAGRxvymA,5
Opufpwe4jaf--LtDZ_AHiw,5
P1YLRXrXMUTkKbt0NPHBqg,4
n0ZiwCQrLUS-TmH02bfYWQ,1
j1i7s55PmOFzJC3l6O8PiA,2
Rzs_9BahUgS-AcEwrI46cA,3
ndDsLAHLmV99XUsFMGqs7g,1
5Ug9N6VPHG0W284wcurEEg,4
wj2DUF07FDk9-nTKcoPaPQ,5
NZ2zuKcxDAHOoyYjLcUZKg,1
xQqCpVu52dCZlsoYoKRykA,4
ZFhToWN998div0sU0vFLyA,4
xS23bEVhZ0u8BBh1V-QeCQ,5
KYW-M0sPLmcr19a6cFR0FA,4
2WfY9bow3Mv924gfDB8kqg,2
ddEDgarAoRJ_ANMvTuRkzw,1
sAEFh7e7fY-W2gMWSbIAWQ,5
aBLQxmSlqkahg0BEokTPKw,4
kE7uP-sybELPfvsEZRzwqg,1
oP3ywpSLleLWDji0oC8q3g,1
SB1R4pMCukG0Jjh1vdyhYQ,1
6g6VlTtgvabijdVaU_cbGQ,1
Fejwokv8mYx1B4R0Z8KiBA,5
9d0OggD2_SleuHmHwPExdA,5
uHSmRkzznq0GpWXWuvzuhw,1
MmUwlfRrxVLON3NWOobC_w,4
OC8Anu5Shh10TUUQegy8rQ,3
MO-C3o6DFqLBK1Z1qA-f4g,1
1jdE-PeiQHvL8165vebWrw,4
LhsdQYqWqi0wJSJXJllELA,3
1ArRdNrB7RjZ6B3X6JW3eA,3
dzbEfeMqIEx3pvpZRCsjwQ,1
27nh-2hNnNkf2dBk9aeKHQ,5
bYfRAA2jzlluogE67RIsYg,4
dj2KhjtZBC3Y1IrAsDXYng,5
vT0O9YgLNfNncSZbKRW_xA,1
YwTtrKCE_9OaMe9xASCOkA,1
X_KaYlw57RpXWzUrQb0Z9Q,5
umK6wcryq2IT8Sg86fkPnA,3
16d3BlncEyCTzb0GxXrBXQ,5
zaAh8JjNeDyrJXf6xNkdUQ,2
K74Nv9mPnHHRlIpKnbtS5g,5
_0W9-Gkjkcct8vcStBU7iQ,1
t1w3AgvdlXCGAaTTTIEg9w,5
LUju-Qn54VMBWgeEu637PQ,5
6qikZARLSIbNioBlY7OuVQ,5
wNMUtWy0SRQu7m3i4FNhYg,3
6gF-m1csJtckBSJEmIpsTg,5
ltELYeBXsbkQPlH16e-mOg,3
pcs7jXj_mvuLQq6DQ3Ggcg,5
KJ4pOM_gVUWiNs3EjFAtwg,5
y6rN3pUCfOkq41_m3Bk2nw,1
lJ7IGdMnrjiLAg2WMZi5_g,5
fdS9moyk-R84-DgY5xrCRg,1
4_L9bnIvY8TLDfiTBGcnRA,5
9N7VAcNFqjHptX3vRWqgnw,4
oxxcmHKPb7jqVP15zC0j5w,5
Efp7bOqA9tndPUF8VFUl4Q,4
Ang2kQwTBd9S4LrhAS2pCA,5
nnQDIQ2FM4EfJW76IbmjfQ,4
cwQwLJMaTA2Zm0LfPx4diw,4
0CWO4e-dyz8i6-GHHc6mhQ,2
iHYOjRlvDc10mw45vGGYbg,3
xQzunp8KMJJ_GPzQHFCI5g,5
#NAME?,1
UkP3C7j66p3nsTstQ3MovQ,5
9BQGpsIRhs9cRHuGh9xuJw,5
48ka6XH8WWANuHwqL2mZUA,5
QlJztL2aGEXgejgi5JM9Xg,5
ef_s6veiU05MMK07VNFsSQ,2
LCf4MZQcwgtniQUJ-MQBZA,1
NJGGYCkvtW8W9njq9WpMmw,4
f-ookZOX4pBNldaOHMkJ4A,2
W2NzlS8OJzGfDfr9oRz11Q,1
mfMTS_2YBhmq9phSx1bnxg,5
oi_jhCtPLj6NULrCe_JllA,5
Ff0kQjNFKdn4CLST0ypmew,4
yZIbLgULM1I-wTri8r4IjQ,5
zew94PCbpWKFTldA04Wx8w,5
gvp4HXkcdlqkLZd83qxZpg,5
XmgdFa3G_CZVfjtQEJMZfQ,4
DMrnb11dwFdgbcNYzA8aJA,4
GQCmcU4aD6GEq7Eo7pKqUg,4
yaRrbuI2cD66tdEn_-dK9w,1
z0wEFGBsImCbbDKNBrmiMw,3
BskUTTscZ1XGa9ev7TlfeQ,4
XYnxUtW4CwkQwc4Gjp2kyQ,3
9xq1pZfhkr8frt5O_EUW0w,4
BaIRfAJzaqL0VKizwlTciw,5
z50FVnW-Lcevj8z2KZQ_gw,5
VWnMgGRexZMGFs7IrQR_9Q,5
B04F5Jvb4JsZdr0Sc9mbgA,1
SfHE6qK6dT7wxX-Ow82tRg,3
FR7QzSKuUyVqW6hgjjE8VQ,3
aiB80Rf_24egHOKt0QThPw,3
Z-9ZLg77FXTQCMqp1gGsrQ,4
OeQUmob9q5sbEixK2-Tozw,5
iSC_NslJHJTtwoaKn6kggw,4
BYeKx5jN2FSxEzKjc0UEug,5
mgeLg8MBRnfvtGZanl7mUw,5
dYMaPxIh0ULhJIi3Ck2EGg,1
hJ3GEL6TJVfh7UI9luTQ0g,1
HoLRI8TigyvNfIHdQ4ChDA,5
UkfyZevcq5jmjNWMbLb1OQ,5
sudrXD5oHyOVehsxiwHGTg,5
W0Ouw8EAczv9C1nS4ENwFQ,3
EyoTq9dd4oKXhXND_imOzA,4
Ra5fI9BEAuWWaLJSfkiCiQ,3
5uZRV3u4n2tbmCAQh9_lpQ,1
kutBK7PzZ-XxsiMimfOMfQ,1
OY-QPfMdLueBtJgne_9KzQ,1
bWucOPNoIjd8ECdiDyVq9Q,5
Hdnx6cZBo0JfZopnQDWVYg,5
1aj4TG0eFq6NaPBKk6bK7Q,5
fepCIbejv-Kxs6SE6u-_uA,2
ydUqgWsF3F27TbauOyib0w,4
Qy_HoQghOHgco-R904BCCw,1
gh5MqW8s3aEyRVn-Es1geg,4
ataRn8s6owt3SObGajp4KQ,3
A71qH8j6c1P_iPvY-q9cVg,5
0yUeVtDItnweZjs6cxP18Q,2
knJh7agyWMdPyndI9dURjw,1
mL9sLXHeA0q7aj8-BXXq4g,1
JOJ89OjCkFRU7l8MKTFiZg,5
GZ4UciilQ8pYTC2k7hDxaA,4
QkkZW4axID_hBqdu-a_aWQ,3
qcqDjeirxvdgW5kQVkEwSA,4
tZOr1d79vMvUV5XQBmcYdw,4
T_vPBF3WRyHoNXrr86ZhkQ,3
wFGsC5Bgi6_Tbr4gvORCYw,2
sr-fiRBfkx6wMGvSueg6uQ,3
lzAD5HX6sOona4Esc_lzKQ,5
GmhtN4s5elpIpt6r0m26ug,5
#NAME?,5
