business id,categories
MqhxKfI7oMjUTMqH2gnhyg,"['Fast Food', 'Restaurants', 'Burgers']"
gQ93Na9yBJghX8HzH7smwQ,"['Restaurants', 'Buffets']"
_wnAPt7ehpybzQptYKNHxQ,"['Bars', 'Nightlife', 'Pubs']"
TYGVaav4hWZioQlk9Ig78A,"['Restaurants', 'Barbeque']"
EUgHFeAvock2Ut3iWPlG8Q,"['Tex-Mex', 'Mexican', 'Fast Food', 'Restaurants']"
Wbi-x-1Nbn6LFCMOSN6F5Q,"['Restaurants', 'Mexican']"
U2a9GUewP6LyOilaQhue9g,"['Barbeque', 'Restaurants']"
vEsAPc0fEDP1YPeSQanxfQ,"['Diners', 'Breakfast & Brunch', 'Restaurants', 'Burgers', 'Fast Food', 'American (New)']"
5sTFevXhGx01eLT4wF7Urg,"['Restaurants', 'Nightlife', 'Bars', 'Lounges', 'American (New)', 'Italian', 'Mediterranean']"
W-3Sy3fy85mQdd0ZNFKIiw,"['Sports Bars', 'Nightlife', 'Burgers', 'Bars', 'American (Traditional)', 'Restaurants', 'Food']"
AKvX--qsEbh6jKJnGg0OWw,"['Nightlife', 'Bars', 'Airport Lounges']"
bGSVy6nFFzpRMERVta3JiQ,"['Vegetarian', 'Restaurants', 'Asian Fusion', 'Gluten-Free']"
RnWZegos0nAjpPV00PPxBw,"['Pizza', 'Restaurants', 'Italian', 'Chicken Wings']"
IxU1xb7j8SM9WPghWWlE_Q,"['Hot Dogs', 'Burgers', 'Restaurants']"
TqAXKLF1P5XAIG9Uq2eUmQ,"['Restaurants', 'Latin American', 'Mexican', 'Fast Food', 'Chicken Shop']"
nJ71XaqT27UzIIzSQDHqOw,"['Sushi Bars', 'Restaurants']"
EjaTArl3ofSeqpDdpGmdCg,"['Restaurants', 'Japanese', 'Thai', 'Asian Fusion']"
wM8QNs7uSyDqMJKjBYFPCQ,"['Buffets', 'Restaurants']"
Lazn_BTkm14Fw82EE_oUgQ,"['Music Venues', 'Nightlife', 'Sports Bars', 'Restaurants', 'American (New)', 'Bars', 'Arts & Entertainment']"
YHXczxm4W3BkGT-z7vZBBw,"['Chinese', 'Food', 'Coffee & Tea', 'Restaurants', 'Taiwanese', 'Tea Rooms']"
bwZqlLj8oYaML3ndlybeDg,"['Coffee & Tea', 'Customized Merchandise', 'Shopping', 'Coffee Roasteries', 'Bakeries', 'Food', 'Bagels']"
GhGYQ5WI4LdH53591fUMMA,"['Restaurants', 'Chinese', 'Asian Fusion']"
TG-5UF3tHSP9xSq5L6b1Zg,"['Restaurants', 'Sushi Bars', 'Japanese']"
rihKlAiPgJa5XcpZ1h9-bw,"['Fast Food', 'Chicken Wings', 'Restaurants']"
_1Kfr84GDMEjfWdvL0BBRw,"['Dive Bars', 'Nightlife', 'Bars']"
fNV-Fd_bNmny8RrHCRWKMQ,"['Pool Halls', 'Dive Bars', 'Bars', 'Nightlife']"
TRgT7-WCdqKZWzMshEzk9g,"['Event Planning & Services', 'Bakeries', 'Caterers', 'Party & Event Planning', 'Public Services & Government', 'Restaurants', 'Food', 'Venues & Event Spaces', 'Italian', 'Community Centers']"
q_IcpNBbM9zZswlIS-hEGg,"['Ice Cream & Frozen Yogurt', 'Food']"
0kyhbUW6NkpYjJzFBZ64vQ,"['Beer', 'Wine & Spirits', 'Food', 'Specialty Food', 'Restaurants', 'Sandwiches']"
iBH1TeUrJn1VuL59J1StUg,"['Restaurants', 'Chinese']"
dXoeLzpG72P7F2Lwa01riQ,"['Fast Food', 'Restaurants', 'Mexican']"
2rcrwnlPd_w5oieGVyDgpw,"['Restaurants', 'Japanese']"
NMw6zTXoZDEzNchVIfL1pQ,"['Restaurants', 'Mexican']"
1Ds8V2c7LlwSAA3O-9f4cA,"['Burgers', 'Restaurants', 'Fast Food']"
iQ6ydwCOKHlz8BPpJpj2Zg,"['Event Planning & Services', 'Laundromat', 'Laundry Services', 'Cafes', 'Restaurants', 'Venues & Event Spaces', 'Local Services', 'Dry Cleaning & Laundry']"
Z7nGSKvjmHNRkXtoMxA3Jw,"['Restaurants', 'Barbeque', 'American (Traditional)', 'Steakhouses', 'Nightlife', 'Bars']"
L4PI4kh8plShtrcWt6aBTQ,"['Chicken Wings', 'Restaurants', 'Pizza']"
eA8RJa5U2Ep8Ks3ECE6xfA,"['Restaurants', 'Bakeries', 'Grocery', 'Delis', 'Food']"
cdX8lf5BsJjpC82dzgtBZA,"['Nightlife', 'American (New)', 'Restaurants', 'Bars']"
Ty6v7AjBylVyAGHPQYRYwA,"['Food', 'Ice Cream & Frozen Yogurt']"
tM_MMrMFwf5rJv9rbu4NQQ,"['Seafood', 'Fish & Chips', 'Restaurants']"
PY5Y_9-7S-MorAo_Cgqu-Q,"['Canadian (New)', 'Nightlife', 'Lounges', 'Bars', 'Restaurants']"
Q2bnRzJ8AC-3lWyQY8DZqA,"['Restaurants', 'Barbeque']"
YFEwCxc-9WRRVGgRv_-p7Q,"['Ramen', 'Asian Fusion', 'Korean', 'Japanese', 'Restaurants']"
LPca2wc7lQ7xm7az4KMBrA,"['Nightlife', 'Bars', 'Restaurants']"
vjLgZg0DH_9xwcujFNb0pA,"['Restaurants', 'Buffets']"
hupeXWY97YCwZQYC79F6hQ,"['Restaurants', 'Bagels', 'Food', 'Sandwiches', 'Breakfast & Brunch', 'Salad', 'Soup']"
rtcWSNA3HVehrnUDVphYoA,"['Fast Food', 'Sandwiches', 'Restaurants']"
0kzPQQL8wVcHlBQzMdRdWQ,"['Sandwiches', 'Burgers', 'Restaurants', 'Barbeque', 'American (Traditional)']"
vb9T0nyp3BJEb6Ec_DCtOg,"['Nightlife', 'Bars']"
5TXQxcwEfqzBDbMq2zmBPQ,"['American (New)', 'Steakhouses', 'Italian', 'Restaurants']"
ZKSivkZcnH-nfqcIS8PUWA,"['Restaurants', 'Buffets', 'Indian']"
O3OH5IEFMPtz7mPKakPZ3Q,"['Tapas Bars', 'Restaurants', 'French', 'Asian Fusion', 'Japanese', 'Seafood']"
8bskEwLJsPe2X3Avixab-Q,"['Tapas/Small Plates', 'Nightlife', 'Food', 'Restaurants', 'Beer Bar', 'Bars', 'Breweries']"
veU3mhOn8kF87VfE_JvKlg,"['Pizza', 'Fast Food', 'Cafeteria', 'Restaurants']"
YGU2RnqsJO7Izs1GLDhMLQ,"['Restaurants', 'Sushi Bars']"
whAwdYVty-jSNRhrYT2zHA,"['Cajun/Creole', 'Seafood', 'Restaurants']"
cnXyideAGnrIjKjLjOZcHA,"['Shaved Ice', 'Ice Cream & Frozen Yogurt', 'Food', 'Desserts']"
puPY7gVy7RCz8bK1zkzdoQ,"['Chinese', 'Restaurants']"
u5Xa3N90_jhbBGKU2e4Y3w,"['Seafood', 'Italian', 'Restaurants', 'Greek']"
gpivFNirREOyEAwxVebR5g,"['Fast Food', 'Burgers', 'Restaurants']"
QMabpBYQ2qAh16GPbCvMrA,"['Restaurants', 'Burgers', 'Fast Food', 'Food']"
VobZRj98tDH7AaojYJD8Jg,"['Bars', 'Restaurants', 'American (New)', 'American (Traditional)', 'Nightlife', 'Burgers', 'Sports Bars']"
1N6_FgS6nq5eT_3x4MXm4A,"['Food', 'Ice Cream & Frozen Yogurt', 'Convenience Stores']"
xK4ZY4t88g9LD_SHMaQ3VA,"['Food', 'Ice Cream & Frozen Yogurt']"
8n4dyb1m1BwHltydpH-Qhg,"['Cajun/Creole', 'Steakhouses', 'Restaurants', 'Gluten-Free', 'Seafood']"
f4KJOcNMUSDGKvqm68CRiA,"['Lounges', 'Bars', 'Nightlife']"
qy2uJwO1D8pT96SwGY3ubg,"['Restaurants', 'Fast Food']"
Z573XZf-CR1X_Kw7-eKJhg,"['Juice Bars & Smoothies', 'Restaurants', 'Food', 'Fast Food', 'Cafes', 'Sandwiches', 'Coffee & Tea']"
ujcbqs6jZfaESgSLvbjWuQ,"['Restaurants', 'Japanese', 'Sushi Bars']"
Dwj3s0jTQM7-r8joZSe2sw,"['Restaurants', 'Burgers', 'Fast Food']"
1_y5e1u-o93EKOigXgR3LQ,"['Latin American', 'Event Planning & Services', 'Caterers', 'Mexican', 'Restaurants']"
VUb97h3RTg6InKdfgB49Bw,"['Restaurants', 'Bars', 'Arts & Entertainment', 'Nightlife', 'Hot Dogs', 'American (Traditional)', 'Music Venues', 'Dive Bars']"
s4fufXCHoTCe_US1ZJS1CA,"['Nightlife', 'Pubs', 'Bars']"
F6Ujpp1Kh7L_3uUfoUsTlw,"['Ice Cream & Frozen Yogurt', 'Pizza', 'Restaurants', 'Food', 'Italian']"
hMe7hiCo90jnMXyzmPnO6Q,"['Restaurants', 'Mexican']"
V80NaT5ZnfuA31yW3Y5Pdg,"['Street Vendors', 'Mexican', 'Restaurants', 'Food', 'Food Trucks']"
ExoqgA3aAz6bYidI0DSQvw,"['Sandwiches', 'Food', 'Restaurants']"
37kk0IW6jL7ZlxZF6k2QBg,"['Spanish', 'French', 'Restaurants']"
U9hNGJFMh5vZsLMZQNellw,"['Restaurants', 'Buffets', 'Breakfast & Brunch', 'Italian']"
8cusyHsqMhNAsrNSMpzB1A,"['Food', 'Restaurants', 'American (Traditional)', 'Smokehouse', 'Barbeque']"
sGrDfqumgsYF3AhOn0AKcg,"['Pubs', 'Bars', 'Nightlife']"
0WBMEfqXQnEOAIkV-uCW6w,"['Event Planning & Services', 'Bars', 'Nightlife', 'Lounges', 'Pool Halls', 'Venues & Event Spaces']"
Y2ySw4qMHgjd1T_2Zt9Eeg,"['Ice Cream & Frozen Yogurt', 'Food', 'Do-It-Yourself Food', 'Desserts']"
sUzvletCYiIaZD_hbnNLEA,"['Fast Food', 'Tex-Mex', 'Restaurants', 'Mexican']"
XvhSYgpJx6mc5MycXac-Iw,"['Restaurants', 'Sandwiches', 'Food Delivery Services', 'Delis', 'Food']"
eS76100l3h7Ollb5s3_M4A,"['Bagels', 'Breakfast & Brunch', 'Restaurants', 'Coffee & Tea', 'Juice Bars & Smoothies', 'Bakeries', 'Food']"
atNuup_649IY1B1L1vTkow,"['Restaurants', 'Sandwiches']"
rVVEKv3F6ZzvA-FcorhzvQ,"['Fast Food', 'Burgers', 'Restaurants']"
DtuC7O4Aw63gPnG0eCxGKQ,"['Restaurants', 'Cafes']"
G0EJjh-dqJBmSEhQRog-hQ,"['Restaurants', 'Fast Food', 'Burgers', 'Sandwiches']"
o-4US-ls34JMq3nPSkw1WA,"['Restaurants', 'Fast Food', 'Comfort Food']"
i-zvRNJ-KSG-sfdAzwImQQ,"['Indian', 'Vegetarian', 'Restaurants']"
7fq6fN58ogXAzXzxywFX1Q,"['Restaurants', 'Mexican']"
ua6EalI7V0a0ZogIIrKAbw,"['Bakeries', 'Restaurants', 'Tea Rooms', 'Food', 'Cafes']"
9ya1n6alTOPR2soRazQlDA,"['Hookah Bars', 'Bars', 'Nightlife']"
gKXsFVhWyK7MLQhSKG5_mA,"['Pizza', 'Sandwiches', 'Restaurants']"
r5PLDU-4mSbde5XekTXSCA,"['Delis', 'Sandwiches', 'Restaurants', 'Italian']"
T96EG2iK3ZSv9ACiSFw4cw,"['Sushi Bars', 'Restaurants']"
BCBLDV5sxvOebPRswPFFgA,"['Hot Dogs', 'Fast Food', 'Restaurants', 'Burgers']"
JM9LVlM_o3k_CbCErIQYAg,"['Chinese', 'Fast Food', 'Restaurants']"
NM3iiGNrwoyNKWXiRT-nKA,"['Noodles', 'Sushi Bars', 'Restaurants', 'Tapas/Small Plates', 'Asian Fusion']"
9Cq_NVvWZOEAzmE7tqJgmg,"['Food Trucks', 'Restaurants', 'American (New)', 'Food', 'Food Stands', 'Hot Dogs']"
wwlf_5HhLkqCpLHkci-ufw,"['Nightlife', 'Bars']"
h23R_mGy3ZdKlOYj57bheQ,"['Hotels & Travel', 'Event Planning & Services', 'Convenience Stores', 'Hotels', 'Caterers', 'Food']"
hQ8JN52MjxbMUPfuhyL7jQ,"['American (Traditional)', 'Fast Food', 'Chicken Wings', 'Chicken Shop', 'Restaurants']"
x2nItJPCZxEobThRyDg6HQ,"['Mexican', 'Fast Food', 'Restaurants']"
XjbPr3o-YTsticeavLjTEg,"['Sports Bars', 'Bars', 'Restaurants', 'Barbeque', 'Nightlife', 'Chicken Wings']"
n8GCGa5gX17Ibix5VsGMuw,"['Fast Food', 'Restaurants', 'Chicken Wings']"
PLa2EQ60fVpHoxJC5UmQ-A,"['Restaurants', 'Barbeque', 'Portuguese']"
taQyhYtNzD4vujSvP3CDkQ,"['Food', 'Shaved Ice', 'Ice Cream & Frozen Yogurt', 'Desserts']"
Jk2XwkySutg0glHVcv1_Pw,"['Bars', 'Wine Bars', 'Restaurants', 'Food', 'Nightlife', 'Beer', 'Wine & Spirits', 'Specialty Food', 'Tapas/Small Plates']"
hJJm0DFmG57zwSeNkeIuRQ,"['Mexican', 'Restaurants']"
rN3gHTjqx5sOnoUpJ-6jyg,"['Restaurants', 'Steakhouses']"
Y22IfhXChXoRp3vKi6QwaQ,"['Chinese', 'Restaurants']"
eCJDiRPoSuA0bsb7F1gNUA,"['Asian Fusion', 'Chinese', 'Restaurants', 'Fast Food', 'Szechuan']"
MhINNBBwzGn4-n_YI67wog,"['Restaurants', 'Tex-Mex', 'Bars', 'Pizza', 'Nightlife', 'Sports Bars']"
Q1LrCiy0D6uqliWKe-BxtQ,"['Restaurants', 'Food', 'Beer', 'Wine & Spirits', 'Wine Bars', 'Vegetarian', 'Local Flavor', 'Tapas/Small Plates', 'Nightlife', 'Bars']"
L4ivYHVCDpIE0SrPaCn0LA,"['Nightlife', 'Pubs', 'Restaurants', 'Gastropubs', 'Bars']"
gqGrMnDYEToXOYajBuEvKQ,"['Italian', 'Restaurants', 'Chicken Wings', 'Pizza']"
kLVK8y8YQeRkJeld5eZbwg,"['Bars', 'Restaurants', 'American (Traditional)', 'Pubs', 'Nightlife']"
5IWOWl4Kn-1Ss9zLPrj1aA,"['Sandwiches', 'Restaurants']"
dD6JQo5tCNtOtauaLaT0sg,"['Sports Bars', 'Restaurants', 'Food', 'Pizza', 'Nightlife', 'Bars', 'Breweries']"
Us7Oe7hwI3J9rJ2TZs8gSw,"['Restaurants', 'Chicken Shop', 'Fast Food', 'Breakfast & Brunch', 'Chicken Wings']"
WKTZk-2cH780mJGnJswwHQ,"['Specialty Food', 'Ethnic Food', 'Imported Food', 'Event Planning & Services', 'Caterers', 'Food']"
rxA9c0_XObabVL1WCTA4FA,"['Breakfast & Brunch', 'Nightlife', 'Dive Bars', 'Tex-Mex', 'Restaurants', 'Bars']"
REJPrXEZly4PDQNmiMGI8Q,"['Mexican', 'Food', 'Restaurants', 'Specialty Food', 'Tacos']"
CYFfha5CmApflbpN1AhWHQ,"['Farmers Market', 'Food Trucks', 'Restaurants', 'Street Vendors', 'Food', 'Sandwiches']"
4hG2j_ibsNblDgqei05U_g,"['Japanese', 'Lounges', 'Bars', 'Nightlife', 'Asian Fusion', 'Restaurants']"
sPd9YmvS6eSWzTvqowcBXA,"['Juice Bars & Smoothies', 'Sandwiches', 'Food', 'Restaurants', 'Breakfast & Brunch']"
g-aAe8SqZlZTnN3oA8mNlw,"['Mexican', 'Breakfast & Brunch', 'Restaurants', 'Food', 'Desserts']"
vrpW_ZIjHvsAX3ByyeHjCA,"['American (New)', 'Italian', 'Restaurants', 'Seafood']"
JXYeMN_VyIZyrveANnIVpA,"['Sandwiches', 'Restaurants', 'Fast Food']"
q1DPrSrM1cbdTnUONdkwpw,"['Hotels & Travel', 'Event Planning & Services', 'Hotels', 'Caterers']"
-2bYV9zVtn2F5XpiAaHt5A,"['Restaurants', 'Delis']"
2skQeu3C36VCiB653MIfrw,"['Nightlife', 'Bars', 'Food', 'Restaurants', 'Smokehouse', 'American (Traditional)', 'Barbeque']"
EVe1uRxc6qBdvd9lTWSH4g,"['Fast Food', 'Burgers', 'Restaurants']"
epoEBSCz3Mh4X-vVvcioNA,"['Bars', 'Italian', 'Nightlife', 'Lounges', 'Restaurants']"
3SQU0IgQ6mbV0buzH9XAZA,"['Sandwiches', 'Restaurants']"
xSZQa9ez44TJ0tiVHSY1Mw,"['Mexican', 'Restaurants']"
_3o05Wdjfc8jOvGZ_q177Q,"['Restaurants', 'Mexican']"
0gWg-kqRLEQbhui8b_v2Xw,"['Arts & Entertainment', 'Nightlife', 'Arcades', 'Bars']"
AyXxQqNAeToBTL-M5TWWxA,"['Restaurants', 'Bakeries', 'Delis', 'Food']"
UPqUPTwy5BagQyCWYrJ44g,"['Restaurants', 'Japanese']"
AqWBhU6SM7n6iY_q6o46Tw,"['Investing', 'Restaurants', 'Barbeque', 'Lawyers', 'Southern', 'Financial Services', 'Bankruptcy Law', 'Breakfast & Brunch', 'Professional Services']"
bGWI4ukY0PlnXzKICDZdGA,"['Food', 'Restaurants', 'Burgers', 'Ice Cream & Frozen Yogurt']"
v4qyBRpTBvOO55M4IAqNNg,"['Asian Fusion', 'Japanese', 'Sushi Bars', 'Restaurants']"
892U_SGiBR8UODoxczxvIA,"['Shopping', 'Wholesale Stores', 'Vape Shops', 'Hookah Bars', 'Nightlife', 'Tobacco Shops', 'Bars', 'Head Shops']"
KMAC_44vOPCVH-E_doOisQ,"['Nightlife', 'Restaurants', 'Dominican', 'Bars', 'Latin American', 'Caribbean']"
7UgP42G-5gtqlzfBtDuIAA,"['Thai', 'Halal', 'Restaurants', 'Indian', 'Chinese']"
UkqdcwYv6_c-yW1JPCKlUA,"['Restaurants', 'Italian', 'Delis']"
NoDhna4BsDhcl7xRPmZJzQ,"['Restaurants', 'Sushi Bars', 'Soup', 'Salad']"
lKjyr4t7_5J9OtSrigWgEg,"['Bars', 'Dance Clubs', 'Nightlife', 'Lounges']"
K-uQkfSUTwu5LIwPB4b_vg,"['Restaurants', 'Bars', 'Mexican', 'Latin American', 'Nightlife']"
fN7ds9Dk4IfMsh4RT9x82w,"['Bars', 'Restaurants', 'Asian Fusion', 'Nightlife', 'Sushi Bars', 'Japanese']"
OeW7ulF-qyrj6uLLUsuSLg,"['Food', 'Custom Cakes', 'Bakeries', 'Cupcakes']"
kByQQ4yd7ZbA0MAQKmRVvg,"['American (Traditional)', 'Nightlife', 'Restaurants', 'Bars']"
NOz8W_cUV3Dw5yLgFkKLGw,"['Pubs', 'Restaurants', 'Burgers', 'Nightlife', 'Bars']"
1mkDrJRu3VABKy95gxD-Hg,"['American (Traditional)', 'Soul Food', 'Restaurants', 'Seafood']"
X6iU1PGjoztDwFdhV4RumA,"['Restaurants', 'Fast Food', 'Burgers']"
Va-VdrGmGiqJ4KfLnCk6Yg,"['American (Traditional)', 'Restaurants', 'Hot Dogs']"
mWaD0dkTSznr2PMTwbxNkg,"['Sports Bars', 'Nightlife', 'Karaoke', 'Race Tracks', 'Bars', 'Arts & Entertainment']"
-0DET7VdEQOJVJ_v6klEug,"['Asian Fusion', 'Restaurants']"
11bhfBbcFypczdz3N_w6iw,"['Mexican', 'Fast Food', 'Restaurants']"
MV9fUwgI2AQa4uZArynRlA,"['Mexican', 'Restaurants']"
85nvKTJSN8byoeGRxzGkug,"['Cafes', 'American (Traditional)', 'Breakfast & Brunch', 'Restaurants']"
LP6qd2sUvDcL2LoQjULk3g,"['Food Trucks', 'American (Traditional)', 'Restaurants', 'Food', 'Barbeque', 'Sandwiches', 'Comfort Food', 'Cuban']"
ih8JrT4l5b0MYId6mLyBmQ,"['Restaurants', 'Fast Food', 'Mexican']"
89-bwvH5mWWOOb00VTUyFQ,"['Burgers', 'Sports Bars', 'American (Traditional)', 'Restaurants', 'Bars', 'Nightlife']"
2yF0qgsSKHdawSRopnXguA,"['Restaurants', 'Burgers', 'Hot Dogs']"
ILqSwhiIM3ZTtViybcNdRw,"['Restaurants', 'Middle Eastern', 'Lebanese', 'Fast Food']"
bRrr2tmhBnE1uGFqmdFUhg,"['Restaurants', 'Fast Food', 'Burgers']"
DwJlGxAJvohbDR_5jV-ERA,"['Restaurants', 'American (Traditional)', 'French', 'Brasseries']"
i5j3FrxdR224KIjfv8x2CQ,"['Breakfast & Brunch', 'Restaurants', 'Food', 'Sandwiches', 'Convenience Stores', 'Burgers']"
4P6hZh7aieaZJXShzP3JQg,"['Restaurants', 'Mexican']"
